0.6344717,12.003716,38004
0.6340522,12.001439,38037
0.6326705,12.003757,38070
0.6333483,12.001236,38103
0.6343864,12.004377,38136
0.6332346,12.001498,38169
0.6322036,12.003549,38202
0.6336185,12.002309,38235
0.6340451,12.003090,38268
0.6350619,12.002828,38301
0.6369223,12.002613,38334
0.6328269,12.002857,38367
0.6343651,12.002560,38400
0.6335545,12.003877,38433
0.6333081,12.001427,38466
0.6327155,12.004252,38499
0.6328838,12.001636,38532
0.6336991,12.003757,38565
0.6617126,12.001069,38598
0.6616960,12.002125,38631
0.6608191,12.000098,38664
0.6617481,12.001818,38697
0.6607882,12.000807,38730
0.6604944,12.001307,38763
0.6595321,12.001529,38796
0.6589349,12.001415,38829
0.6605465,12.001760,38862
0.6585273,12.000342,38895
0.6580035,12.003006,38928
0.6627886,12.000140,38961
0.6590132,12.002422,38994
0.6584799,12.000694,39027
0.6592525,12.002595,39060
0.6575295,12.000122,39093
0.6556572,12.002345,39126
0.6630279,12.000581,39159
0.6566005,12.001922,39192
0.6554913,12.001248,39225
0.6560720,12.000926,39258
0.6617339,12.002011,39291
0.6654856,12.000986,39324
0.6690691,12.002232,39357
0.6651254,12.000515,39390
0.6808172,12.002464,39423
0.6639048,11.998650,39456
0.6613050,12.001481,39489
0.6622695,12.000122,39522
0.6351543,12.003596,39555
0.6380244,12.001546,39588
0.6370195,12.003453,39621
0.6331967,12.001225,39654
0.6472082,12.002404,39687
0.6331469,12.003013,39720
0.6340356,12.001630,39753
0.6349670,12.004002,39786
0.6351306,12.001045,39819
0.6597810,12.003561,39852
0.6369247,12.001302,39885
0.6354671,12.004031,39918
0.6337441,12.002089,39951
0.6349126,12.003006,39984
0.6476300,12.001808,40017
0.6370645,12.002833,40050
0.6356212,12.002696,40083
0.6343248,12.002947,40116
0.6352159,12.001969,40149
0.6427596,12.002345,40182
0.6371024,12.003864,40215
0.6351140,12.001349,40248
0.6348652,12.004073,40281
0.6352609,12.000706,40314
0.6413258,12.003668,40347
0.6409134,12.001302,40380
0.6361141,12.003668,40413
0.6362682,12.001832,40446
0.6345571,12.003251,40479
0.6399559,12.002923,40512
0.6438024,12.002208,40545
0.6357065,12.002989,40578
0.6386761,12.002160,40611
0.6377234,12.003704,40644
0.6368820,12.001421,40677
0.6451581,12.004264,40710
0.6357918,12.001209,40743
0.6348485,12.003531,40776
0.6346992,12.002053,40809
0.6353012,12.003358,40842
0.6446651,12.001612,40875
0.6344219,12.002923,40908
0.6331872,12.002035,40941
0.6342158,12.003066,40974
0.6350998,12.003244,41007
0.6439043,12.001975,41040
0.6339266,12.003554,41073
0.6361687,12.001624,41106
0.6372209,12.004163,41139
0.6361758,12.001272,41172
0.6428118,12.003752,41205
0.6348817,12.001743,41238
0.6341707,12.003674,41271
0.6333246,12.001445,41304
0.6335450,12.003072,41337
