0.6358439,12.005680,42033
0.6363298,12.004339,42066
0.6373987,12.006340,42099
0.6368441,12.003600,42132
0.6350548,12.006258,42165
0.6359625,12.004011,42198
0.6564772,12.006050,42231
0.6365312,12.003446,42264
0.6385173,12.005775,42297
0.6389439,12.005042,42330
0.6385742,12.005144,42363
0.6396549,12.005733,42396
0.6384889,12.004154,42429
0.6378822,12.006562,42462
0.6382424,12.003690,42495
0.6389842,12.006175,42528
0.6361449,12.004000,42561
0.6379888,12.006080,42594
0.6381571,12.004333,42627
0.6367303,12.005114,42660
0.6385410,12.004631,42693
0.6396928,12.004750,42726
0.6381689,12.005203,42759
0.6362919,12.004113,42792
0.6374176,12.006390,42825
0.6379058,12.003904,42858
0.6382329,12.006705,42891
0.6367825,12.003946,42924
0.6645400,12.003732,42957
0.6649713,12.003714,42990
0.6657321,12.003510,43023
0.6659430,12.003541,43056
0.6652036,12.002259,43089
0.6662464,12.004875,43122
0.6648979,12.002295,43155
0.6624283,12.004697,43188
0.6657226,12.002670,43221
0.6655401,12.004732,43254
0.6650614,12.002540,43287
0.6693961,12.004297,43320
0.6653813,12.003189,43353
0.6666469,12.003613,43386
0.6641015,12.004679,43419
0.6626345,12.002921,43452
0.6632128,12.004941,43485
0.6621202,12.003332,43518
0.6657250,12.005144,43551
0.6635801,12.002230,43584
0.6635541,12.005400,43617
0.6660710,12.002861,43650
0.6666848,12.003987,43683
0.6753235,12.003684,43716
0.6691686,12.002831,43749
0.6864341,12.002057,43782
0.7013059,12.001509,43815
0.6578258,12.004864,43848
0.6689671,12.000889,43881
0.6391691,12.006408,43914
0.6409276,12.004209,43947
0.6420818,12.005692,43980
0.6403469,12.004524,44013
0.6561905,12.005823,44046
0.6389723,12.004703,44079
0.6401100,12.004613,44112
0.6401408,12.006247,44145
0.6391738,12.003946,44178
0.6455515,12.006104,44211
0.6386714,12.003928,44244
0.6392781,12.005484,44277
0.6395720,12.004000,44310
0.6378608,12.005710,44343
0.6418140,12.004328,44376
0.6382447,12.005651,44409
0.6385600,12.004411,44442
0.6398090,12.004565,44475
0.6391762,12.005919,44508
0.6418235,12.004297,44541
0.6382258,12.006621,44574
0.6390340,12.002551,44607
0.6411907,12.006515,44640
0.6400602,12.004393,44673
0.6404915,12.005889,44706
0.6418591,12.004601,44739
0.6402806,12.004178,44772
0.6410532,12.004930,44805
0.6417239,12.004405,44838
0.6447409,12.005454,44871
0.6420794,12.003904,44904
0.6425297,12.005847,44937
0.6415272,12.003338,44970
0.6410082,12.005966,45003
0.6465753,12.004209,45036
0.6401052,12.005662,45069
0.6402166,12.004667,45102
0.6422359,12.004637,45135
0.6407048,12.005311,45168
0.6490686,12.004864,45201
0.6419538,12.006067,45234
0.6425487,12.003767,45267
0.6402237,12.005794,45300
0.6386666,12.004024,45333
0.6479594,12.005847,45366
0.6400507,12.003803,45399
0.6393587,12.006324,45432
0.6399772,12.004292,45465
0.6399868,12.004536,45498
0.6489169,12.005716,45531
0.6399915,12.004315,45564
0.6407593,12.006586,45597
0.6399417,12.003362,45630
0.6388349,12.006377,45663
0.6502607,12.003803,45696
0.6401170,12.006764,45729
0.6397189,12.004715,45762
0.6402000,12.004226,45795
0.6385434,12.005293,45828
0.6475471,12.005073,45861
0.6402593,12.005341,45894
0.6379936,12.004482,45927
0.6386074,12.005883,45960
0.6388705,12.003767,45993
0.6462838,12.006342,46026
0.6422927,12.004125,46059
0.6382685,12.006413,46092
0.6420320,12.003994,46125
0.6413921,12.005853,46158
0.6463407,12.004798,46191
0.6449164,12.004774,46224
0.6394938,12.006353,46257
0.6407428,12.004077,46290
0.6408707,12.005960,46323
0.6434138,12.004596,46356
0.6464497,12.006348,46389
0.6415107,12.003391,46422
0.6406953,12.006580,46455
0.6434588,12.004202,46488
0.6398445,12.005418,46521
0.6487581,12.004923,46554
0.6383633,12.004541,46587
0.6382424,12.006294,46620
0.6402735,12.004411,46653
0.6378514,12.006234,46686
0.6494573,12.003844,46719
0.6396644,12.005919,46752
0.6398611,12.004774,46785
0.6406077,12.005805,46818
0.6395483,12.004328,46851
0.6496326,12.006205,46884
0.6385149,12.004649,46917
0.6389155,12.005013,46950
0.6395246,12.005931,46983
0.6382211,12.003982,47016
0.6471109,12.006336,47049
0.6400958,12.003510,47082
0.6374248,12.006091,47115
0.6574798,12.003916,47148
0.6394416,12.006139,47181
0.6443925,12.004268,47214
0.6413614,12.005484,47247
0.6407333,12.004684,47280
0.6415154,12.005036,47313
0.6405152,12.005585,47346
0.6456463,12.004328,47379
0.6399915,12.006819,47412
0.6398137,12.002861,47445
0.6402806,12.006473,47478
0.6382898,12.004232,47511
0.6402285,12.006300,47544
0.6408162,12.004328,47577
0.6397047,12.004339,47610
0.6412286,12.004786,47643
0.6423852,12.005013,47676
0.6460184,12.005132,47709
0.6396999,12.004071,47742
0.6409016,12.005447,47775
0.6413139,12.003982,47808
0.6405105,12.006485,47841
0.6421292,12.004029,47874
0.6422477,12.006205,47907
0.6417618,12.004035,47940
0.6410130,12.005495,47973
0.6402687,12.004541,48006
0.6399156,12.005412,48039
0.6392710,12.005757,48072
0.6584585,12.004178,48105
0.6583282,12.004923,48138
0.6569251,12.003129,48171
0.6608736,12.005376,48204
0.6577736,12.002599,48237
0.6549984,12.005132,48270
0.6557994,12.003189,48303
0.6578732,12.004739,48336
0.6556240,12.004399,48369
0.6572854,12.004083,48402
0.6569441,12.004667,48435
0.6564133,12.003994,48468
0.6583827,12.005526,48501
0.6587169,12.002545,48534
0.6579893,12.005871,48567
0.6565365,12.003070,48600
0.6572285,12.004732,48633
0.6570815,12.003571,48666
0.6795658,12.004739,48699
0.6770418,12.002909,48732
0.6570105,12.002646,48765
0.6587619,12.005251,48798
0.6593449,12.003099,48831
0.6591861,12.005239,48864
0.6575461,12.003219,48897
0.6623667,12.005227,48930
0.6616533,12.003266,48963
0.6580865,12.005543,48996
0.6577807,12.003362,49029
0.6583803,12.004613,49062
0.6579846,12.005161,49095
0.6583259,12.003630,49128
0.6584561,12.004637,49161
0.6615466,12.003463,49194
0.6602550,12.005227,49227
0.6579680,12.002831,49260
0.6587548,12.005245,49293
0.6567071,12.003064,49326
0.6563374,12.005168,49359
0.6561028,12.003684,49392
0.6570484,12.004178,49425
0.6609210,12.004352,49458
0.6600014,12.003958,49491
0.6556857,12.005383,49524
0.6564061,12.002945,49557
0.6578423,12.005966,49590
0.6566194,12.003654,49623
0.6565436,12.005484,49656
0.6832061,12.001175,49689
0.6597194,12.004435,49722
0.6569583,12.003391,49755
0.6565199,12.004715,49788
